"date","close","volume","open","high","low"
"2017/04/03","298.5200","13864850.0000","286.9000","299.0000","284.5800"
"2017/03/31","278.3000","3293698.0000","278.7300","279.6800","276.3197"
"2017/03/30","277.9200","4141437.0000","278.0400","282.0000","277.2100"
"2017/03/29","277.3800","3672526.0000","278.3400","279.6000","275.5400"
"2017/03/28","277.4500","7978665.0000","277.0200","280.6800","275.0000"
"2017/03/27","270.2200","6221361.0000","260.6000","270.5700","259.7500"
"2017/03/24","263.1600","5637668.0000","255.7000","263.8900","255.0100"
"2017/03/23","254.7800","3309844.0000","255.3900","257.6720","253.3000"
"2017/03/22","255.0100","4056735.0000","251.5600","255.0700","250.5100"
"2017/03/21","250.6800","6901555.0000","262.8300","264.8000","250.2400"
"2017/03/20","261.9200","3601616.0000","260.6000","264.5500","258.8210"
"2017/03/17","261.5000","6491018.0000","264.0000","265.3300","261.2000"
"2017/03/16","262.0500","7127180.0000","262.4000","265.7500","259.0600"
"2017/03/15","255.7300","5233365.0000","257.0000","261.0000","254.2700"
"2017/03/14","258.0000","7581719.0000","246.1100","258.1200","246.0200"
"2017/03/13","246.1700","3011280.0000","244.8200","246.8500","242.7810"
"2017/03/10","243.6900","3062785.0000","246.2100","246.5000","243.0000"
"2017/03/09","244.9000","3876494.0000","247.6300","248.6600","243.0000"
"2017/03/08","246.8700","3726746.0000","247.0000","250.0700","245.3200"
"2017/03/07","248.5900","3452587.0000","251.9200","253.8900","248.3200"
"2017/03/06","251.2100","3353601.0000","247.9100","251.7000","247.5100"
"2017/03/03","251.5700","2925481.0000","250.7400","251.9000","249.0000"
"2017/03/02","250.4800","3345751.0000","249.7100","253.2800","248.2700"
"2017/03/01","250.0200","4804963.0000","254.1800","254.8500","249.1100"
"2017/02/28","249.9900","6073890.0000","244.1900","251.0000","243.9000"
"2017/02/27","246.2300","11450160.0000","248.1700","248.3600","242.0100"
"2017/02/24","257.0000","8166869.0000","252.6600","258.2500","250.2000"
"2017/02/23","255.9900","14877090.0000","264.0000","264.6600","255.5600"
"2017/02/22","273.5100","8537811.0000","280.3100","283.4500","272.6000"
"2017/02/21","277.3900","5647575.0000","275.4500","281.4000","274.0100"
"2017/02/17","272.2300","6251469.0000","265.8000","272.8900","264.1500"
"2017/02/16","268.9500","7063860.0000","277.6000","280.0000","268.5000"
"2017/02/15","279.7600","4943879.0000","280.0000","282.2400","276.4400"
"2017/02/14","280.9800","7341450.0000","279.0300","287.3900","278.6100"
"2017/02/13","280.6000","7023072.0000","270.7400","280.7899","270.5100"
"2017/02/10","269.2300","3618336.0000","269.7900","270.9500","266.1100"
"2017/02/09","269.2000","7812600.0000","266.2500","271.1800","266.1500"
"2017/02/08","262.0800","3912428.0000","257.3500","263.3600","256.2000"
"2017/02/07","257.4800","4244063.0000","258.1900","260.0000","256.4200"
"2017/02/06","257.7700","3557600.0000","251.0000","257.8200","250.6300"
"2017/02/03","251.3300","2185230.0000","251.9100","252.1790","249.6800"
"2017/02/02","251.5500","2498799.0000","248.3400","252.4200","247.7100"
"2017/02/01","249.2400","3953105.0000","253.0500","253.2000","249.0500"
"2017/01/31","251.9300","4112013.0000","249.2400","255.8900","247.7000"
"2017/01/30","250.6300","3798638.0000","252.5300","255.2899","247.1000"
"2017/01/27","252.9500","3161774.0000","251.3800","253.0000","248.5200"
"2017/01/26","252.5100","3143717.0000","254.2900","255.7400","250.7500"
"2017/01/25","254.4700","5145301.0000","257.3100","258.4600","251.8000"
"2017/01/24","254.6100","4958144.0000","250.0000","254.8000","249.6500"
"2017/01/23","248.9200","6262097.0000","245.8500","250.8899","245.5000"
"2017/01/20","244.7300","4199720.0000","245.4600","246.0000","243.0100"
"2017/01/19","243.7600","7717244.0000","247.2500","248.6800","240.7500"
"2017/01/18","238.3600","3767272.0000","236.6500","239.7100","235.5800"
"2017/01/17","235.5800","4614731.0000","236.7000","239.9600","234.3700"
"2017/01/13","237.7500","6085610.0000","230.0000","237.8500","229.5900"
"2017/01/12","229.5900","3787547.0000","229.0600","230.7000","225.5800"
"2017/01/11","229.7300","3649910.0000","229.0700","229.9800","226.6800"
"2017/01/10","229.8700","3658981.0000","232.0000","232.0000","226.8900"
"2017/01/09","231.2800","3972716.0000","228.9700","231.9200","228.0000"
"2017/01/06","229.0100","5524153.0000","226.9300","230.3100","225.4500"
"2017/01/05","226.7500","5908927.0000","226.4200","227.4800","221.9500"
"2017/01/04","226.9900","11204560.0000","214.7500","228.0000","214.3100"
"2017/01/03","216.9900","5901494.0000","214.8600","220.3300","210.9600"
"2016/12/30","213.6900","4641288.0000","216.3000","217.5000","211.6800"
"2016/12/29","214.6800","4043086.0000","218.5600","219.2000","214.1225"
"2016/12/28","219.7400","3778544.0000","221.5300","223.8000","217.2000"
"2016/12/27","219.5300","5913335.0000","214.8800","222.2500","214.4200"
"2016/12/23","213.3400","4668263.0000","208.0000","213.4500","207.7100"
"2016/12/22","208.4500","3108427.0000","208.2200","209.9900","206.5000"
"2016/12/21","207.7000","5206143.0000","208.4500","212.2300","207.4100"
"2016/12/20","208.7900","4684269.0000","203.0500","209.0000","202.5000"
"2016/12/19","202.7300","3486937.0000","202.4900","204.4500","199.8400"
"2016/12/16","202.4900","3795444.0000","198.0800","202.5900","197.6000"
"2016/12/15","197.5800","3218653.0000","198.4100","200.7400","197.3900"
"2016/12/14","198.6900","4147314.0000","198.7400","203.0000","196.7600"
"2016/12/13","198.1500","6819322.0000","193.1800","201.2800","193.0000"
"2016/12/12","192.4300","2436428.0000","192.8000","194.4200","191.0400"
"2016/12/09","192.1800","2720937.0000","190.8700","193.8360","190.8100"
"2016/12/08","192.2900","3193684.0000","192.0500","192.5000","189.5400"
"2016/12/07","193.1500","5457071.0000","186.1500","193.4000","185.0000"
"2016/12/06","185.8500","3389365.0000","185.5200","186.5800","182.6825"
"2016/12/05","186.8000","4069480.0000","182.5100","188.8900","182.5100"
"2016/12/02","181.4700","4040201.0000","182.8800","184.8800","180.0000"
"2016/12/01","181.8800","5119105.0000","188.2500","188.5300","181.0000"
"2016/11/30","189.4000","3544891.0000","191.0000","191.8900","187.5000"
"2016/11/29","189.5700","4435312.0000","195.5600","196.7300","189.5000"
"2016/11/28","196.1200","4521082.0000","195.4800","199.3500","194.5500"
"2016/11/25","196.6500","2366098.0000","193.6400","197.2372","193.6400"
"2016/11/23","193.1400","4890285.0000","190.6100","195.6440","189.0000"
"2016/11/22","191.1700","5601238.0000","185.8400","191.4700","183.7100"
"2016/11/21","184.5200","4355872.0000","185.0400","188.8900","184.4100"
"2016/11/18","185.0200","5206473.0000","190.6500","193.0000","185.0000"
"2016/11/17","188.6600","4880969.0000","183.4900","189.4900","182.1101"
"2016/11/16","183.9300","3432668.0000","182.6500","184.7300","181.2100"
"2016/11/15","183.7700","3899743.0000","182.7800","186.4300","182.0500"
"2016/11/14","181.4500","6547913.0000","188.0000","188.2500","178.1900"
"2016/11/11","188.5600","3987091.0000","184.2400","188.8800","183.0000"
"2016/11/10","185.3500","6746290.0000","191.0500","191.6100","180.4200"
"2016/11/09","190.0600","8166447.0000","186.8750","192.0000","183.9500"
"2016/11/08","194.9400","3252927.0000","193.7900","197.4900","191.2600"
"2016/11/07","193.2100","3857682.0000","193.5900","194.2900","190.0500"
"2016/11/04","190.5600","5143915.0000","189.0000","193.4600","185.9600"
"2016/11/03","187.4200","2644550.0000","189.0000","191.4700","187.0401"
"2016/11/02","188.0200","4242250.0000","190.0500","192.6951","187.5050"
"2016/11/01","190.7900","7023674.0000","198.0400","198.5000","188.1050"
"2016/10/31","197.7300","4691320.0000","202.4900","202.4900","195.8100"
"2016/10/28","199.9700","4273456.0000","204.0000","205.3200","199.8300"
"2016/10/27","204.0100","13070990.0000","211.3400","213.7000","201.6500"
"2016/10/26","202.2400","5346893.0000","201.0000","203.1900","200.1000"
"2016/10/25","202.3400","2442118.0000","202.9000","204.6900","201.2000"
"2016/10/24","202.7600","2747344.0000","201.0000","203.9452","200.2500"
"2016/10/21","200.0900","2936908.0000","198.6000","201.5700","197.4100"
"2016/10/20","199.1000","5069410.0000","202.1200","203.0000","197.0500"
"2016/10/19","203.5600","6966185.0000","199.7400","206.6600","198.0600"
"2016/10/18","199.1000","5676046.0000","195.9900","199.4700","193.2600"
"2016/10/17","193.9600","4518331.0000","197.0500","198.3900","192.0000"
"2016/10/14","196.5100","4265471.0000","200.6600","201.4300","196.3000"
"2016/10/13","200.2400","2495140.0000","200.5000","200.8950","197.0500"
"2016/10/12","201.5100","1969099.0000","200.9500","203.8800","200.4200"
"2016/10/11","200.1000","2326754.0000","201.8500","202.2000","198.3100"
"2016/10/10","200.9500","3311340.0000","201.3500","204.1400","199.6600"
"2016/10/07","196.6100","3489480.0000","201.0000","201.3200","195.8000"
"2016/10/06","201.0000","4697937.0000","202.4600","204.2099","200.2100"
"2016/10/05","208.4600","1872456.0000","212.2400","213.1500","208.1200"
"2016/10/04","211.4100","3537953.0000","213.1000","213.3200","208.8200"
"2016/10/03","213.7000","5989342.0000","212.3000","215.6688","208.2500"
"2016/09/30","204.0300","2581730.0000","202.2100","204.9800","199.5500"
"2016/09/29","200.7000","2714040.0000","205.6000","207.3300","200.5800"
"2016/09/28","206.2700","2079324.0000","207.5100","208.2500","205.2600"
"2016/09/27","205.8100","3367907.0000","209.6500","209.9818","204.6093"
"2016/09/26","208.9900","2393373.0000","206.5000","211.0000","206.5000"
"2016/09/23","207.4500","2904125.0000","205.9900","210.1800","205.6700"
"2016/09/22","206.4300","2381600.0000","206.4000","207.2800","203.0000"
"2016/09/21","205.2200","2631285.0000","206.3700","207.0000","201.5600"
"2016/09/20","204.6400","2408556.0000","206.8500","207.7500","203.9100"
"2016/09/19","206.3400","2298318.0000","207.0000","209.4300","205.0000"
"2016/09/16","205.4000","3104266.0000","200.4200","205.7000","199.0000"
"2016/09/15","200.4200","3082942.0000","196.4900","202.5193","196.4000"
"2016/09/14","196.4100","2256143.0000","195.7500","197.9248","194.8562"
"2016/09/13","196.0500","3583140.0000","197.0600","198.4900","193.4500"
"2016/09/12","198.3000","3714049.0000","195.0000","201.3690","194.1000"
"2016/09/09","194.4700","3753734.0000","199.0900","199.9200","193.7000"
"2016/09/08","197.3600","3372293.0000","199.5500","199.8900","196.3600"
"2016/09/07","201.7100","3637918.0000","205.5000","206.4968","200.7100"
"2016/09/06","202.8300","4386193.0000","199.0200","203.2500","199.0000"
"2016/09/02","197.7800","5970154.0000","202.3300","203.2000","196.2000"
"2016/09/01","200.7700","7932444.0000","209.0100","211.0999","200.5000"
"2016/08/31","212.0100","3274854.0000","210.4300","212.6000","208.6500"
"2016/08/30","211.3400","3164222.0000","216.1100","216.1100","210.5200"
"2016/08/29","215.2000","3261381.0000","220.1500","220.4000","215.0000"
"2016/08/26","219.9900","2238087.0000","222.1400","222.8550","218.8200"
"2016/08/25","220.9600","1760212.0000","223.1100","223.8000","220.7700"
"2016/08/24","222.6200","2566947.0000","227.0500","227.1500","222.2200"
"2016/08/23","224.8400","4747745.0000","224.3200","228.4900","222.8000"
"2016/08/22","222.9300","2061692.0000","224.1700","225.1100","222.6800"
"2016/08/19","225.0000","1658616.0000","223.5400","225.1690","222.5300"
"2016/08/18","223.5100","1699300.0000","223.8200","225.6600","222.2900"
"2016/08/17","223.2400","1786408.0000","224.3300","224.8300","222.8000"
"2016/08/16","223.6100","2251115.0000","225.4900","227.1900","223.4101"
"2016/08/15","225.5900","2017964.0000","226.0200","229.5000","224.9300"
"2016/08/12","225.6100","1811850.0000","225.4100","226.6500","224.0400"
"2016/08/11","224.9100","1876959.0000","226.1700","227.5700","223.4100"
"2016/08/10","225.6500","2336496.0000","228.2400","229.8700","224.6200"
"2016/08/09","229.0800","2199766.0000","226.8200","231.5375","226.6500"
"2016/08/08","226.1600","2259465.0000","228.0000","229.6000","226.0900"
"2016/08/05","230.0300","3190342.0000","230.0000","232.0000","227.4000"
"2016/08/04","230.6100","4142155.0000","225.6900","230.8600","222.0500"
"2016/08/03","225.7900","3808747.0000","227.3700","229.6990","224.2100"
"2016/08/02","227.2000","3928706.0000","229.3700","229.8700","221.4000"
"2016/08/01","230.0100","4014048.0000","235.5000","236.6300","229.3800"
"2016/07/29","234.7900","3061574.0000","230.7000","235.2800","230.2400"
"2016/07/28","230.6100","2415462.0000","227.9500","230.7600","226.6000"
"2016/07/27","228.4900","2887028.0000","229.3400","233.3600","226.9200"
"2016/07/26","229.5100","3427251.0000","227.6900","230.0000","225.3000"
"2016/07/25","230.0100","4479483.0000","222.2700","231.3900","221.3715"
"2016/07/22","222.2700","2570462.0000","221.9900","224.5000","218.8800"
"2016/07/21","220.5000","4425756.0000","226.0000","227.8470","219.1000"
"2016/07/20","228.3600","2556119.0000","226.4700","229.8000","225.0000"
"2016/07/19","225.2600","3047535.0000","225.0000","229.1000","224.7500"
"2016/07/18","226.2500","3394588.0000","219.6400","227.0900","218.3000"
"2016/07/15","220.4000","2230821.0000","222.5200","222.7499","219.6400"
"2016/07/14","221.5300","2657899.0000","223.1200","224.9400","221.0500"
"2016/07/13","222.5300","3540699.0000","225.5000","225.5900","220.2900"
"2016/07/12","224.6500","4573875.0000","224.1000","227.5000","223.2200"
"2016/07/11","224.7800","5369066.0000","219.9600","226.7800","219.5100"
"2016/07/08","216.7800","4067131.0000","217.8000","219.8100","214.5000"
"2016/07/07","215.9400","3603385.0000","213.1000","218.1200","213.0100"
"2016/07/06","214.4400","4910285.0000","210.0000","215.2300","209.0000"
"2016/07/05","213.9800","5169832.0000","209.7300","214.5441","208.0000"
"2016/07/01","216.5000","5396030.0000","206.1400","218.2400","206.0000"
"2016/06/30","212.2800","4794440.0000","212.9700","213.4999","209.0200"
"2016/06/29","210.1900","5987120.0000","205.1300","211.7800","203.0000"
"2016/06/28","201.7900","6158996.0000","201.8900","204.0500","199.4100"
"2016/06/27","198.5500","7211823.0000","190.8600","198.8100","187.8700"
"2016/06/24","193.1500","6988949.0000","190.0500","195.1200","189.7300"
"2016/06/23","196.4000","10098190.0000","195.6900","197.5500","192.1300"
"2016/06/22","196.6600","23706100.0000","199.4700","205.9500","195.7500"
"2016/06/21","219.6100","2855619.0000","220.6800","222.5690","218.8100"
"2016/06/20","219.7000","3549768.0000","219.5000","223.7500","218.2300"
"2016/06/17","215.4700","3107734.0000","217.8100","219.9900","214.5000"
"2016/06/16","217.9300","2438692.0000","217.4200","218.0400","213.5000"
"2016/06/15","217.7000","2905002.0000","216.9500","221.9000","215.1300"
"2016/06/14","214.9600","3575822.0000","218.8800","222.2000","212.5300"
"2016/06/13","217.8700","4187833.0000","219.5000","225.7700","217.6600"
"2016/06/10","218.7900","5994548.0000","227.3900","227.9700","218.4217"
"2016/06/09","229.3600","4454222.0000","234.9800","235.3300","227.0600"
"2016/06/08","235.5200","5965110.0000","233.8000","240.8450","232.6050"
"2016/06/07","232.3400","6194154.0000","222.2400","234.4400","221.5200"
"2016/06/06","220.6800","2242634.0000","218.0000","220.9000","215.4500"
"2016/06/03","218.9900","2226110.0000","220.0000","221.9400","218.0100"
"2016/06/02","218.9600","2017279.0000","219.5900","219.9090","217.1100"
"2016/06/01","219.5600","2982270.0000","221.4800","222.4000","216.8900"
"2016/05/31","223.2300","2786682.0000","223.0400","224.7497","221.5001"
"2016/05/27","223.0400","3645792.0000","224.9900","225.9300","220.7500"
"2016/05/26","225.1200","4066512.0000","220.5000","225.2600","219.0500"
"2016/05/25","219.5800","3131279.0000","217.9100","221.3600","216.5100"
"2016/05/24","217.9100","3009327.0000","216.6000","218.7400","215.1800"
"2016/05/23","216.2200","5096751.0000","219.8700","222.6000","215.8600"
"2016/05/20","220.2800","8996546.0000","216.9900","220.5500","216.3500"
"2016/05/19","215.2100","6817922.0000","213.6200","216.7900","207.3000"
"2016/05/18","211.1700","5552692.0000","209.1500","215.3100","207.7500"
"2016/05/17","204.6600","2842028.0000","209.0500","209.8199","204.0200"
"2016/05/16","208.2900","2945754.0000","208.1500","213.1500","207.9200"
"2016/05/13","207.6100","2820616.0000","207.7800","211.2000","206.7000"
"2016/05/12","207.2800","3650075.0000","211.4400","211.6700","203.6572"
"2016/05/11","208.9600","5159640.0000","207.5900","215.4800","206.0500"
"2016/05/10","208.6900","4068053.0000","207.5500","209.4700","205.0000"
"2016/05/09","208.9200","4772992.0000","215.7200","216.1500","206.8000"
"2016/05/06","214.9300","5683675.0000","210.8700","216.3700","208.1100"
"2016/05/05","211.5300","11248340.0000","228.4600","228.6400","209.7900"
"2016/05/04","222.5600","8550004.0000","230.2900","234.4600","220.4000"
"2016/05/03","232.3200","4296325.0000","237.3600","238.9100","231.6200"
"2016/05/02","241.8000","3838958.0000","241.5000","243.1900","234.8200"
"2016/04/29","240.7600","5405164.0000","248.1400","248.4300","237.8100"
"2016/04/28","247.7100","2515595.0000","249.8500","253.4300","247.4400"
"2016/04/27","251.4700","3198105.0000","252.7500","255.0000","249.4000"
"2016/04/26","253.7400","3217779.0000","252.0500","255.7300","249.3900"
"2016/04/25","251.8200","3665088.0000","253.0100","257.3800","250.7600"
"2016/04/22","253.7500","3783126.0000","248.8900","254.0000","245.7100"
"2016/04/21","248.2900","2777079.0000","248.9900","250.9000","246.9100"
"2016/04/20","249.9700","5192343.0000","246.2600","253.6600","241.5000"
"2016/04/19","247.3700","6351360.0000","253.1200","254.3699","241.2510"
"2016/04/18","253.8800","4263246.0000","252.2300","258.3100","251.6600"
"2016/04/15","254.5100","3748593.0000","251.3100","254.6000","249.1200"
"2016/04/14","251.8600","4129258.0000","253.0000","256.8390","251.0501"
"2016/04/13","254.5300","4921554.0000","248.5100","255.5000","247.3300"
"2016/04/12","247.8200","5755351.0000","249.5000","251.8000","243.6300"
"2016/04/11","249.9200","9156404.0000","251.0000","258.9900","245.3000"
"2016/04/08","250.0700","7352707.0000","260.5000","260.8200","248.0201"
"2016/04/07","257.2000","8845567.0000","266.4500","269.3400","254.5100"
"2016/04/06","265.4200","11695760.0000","253.9700","267.7400","253.4500"
"2016/04/05","255.4700","9931470.0000","240.5000","256.5600","240.0000"
"2016/04/04","246.9900","13381160.0000","249.1200","252.1200","243.6400"
"2016/04/01","237.5900","15979910.0000","244.8250","247.9000","233.2500"
"2016/03/31","229.7700","7975638.0000","229.3400","237.4200","225.0100"
"2016/03/30","226.8900","4025670.0000","235.0900","235.5000","226.5000"
"2016/03/29","230.1300","4006037.0000","229.8900","232.3800","225.3300"
"2016/03/28","230.2600","3878599.0000","231.6100","234.8100","225.0000"
"2016/03/24","227.7500","4956604.0000","215.7800","228.8877","215.0000"
"2016/03/23","222.5800","4936203.0000","232.3700","234.7300","222.0300"
"2016/03/22","234.2400","4303052.0000","237.2100","238.9900","232.5580"
"2016/03/21","238.3200","5289014.0000","235.3400","239.8800","235.0000"
"2016/03/18","232.7400","4704761.0000","229.1000","234.4800","228.0600"
"2016/03/17","226.3800","3769083.0000","221.4700","228.5000","220.0000"
"2016/03/16","221.9300","3511873.0000","218.0000","222.5800","217.0200"
"2016/03/15","218.3400","3133230.0000","214.2700","218.9700","211.5000"
"2016/03/14","215.1500","4062304.0000","212.6500","216.7200","210.6400"
"2016/03/11","207.5000","3339148.0000","207.9300","209.4200","205.3300"
"2016/03/10","205.1800","5191602.0000","210.0000","213.2900","200.6710"
"2016/03/09","208.7200","3207597.0000","204.5200","209.3726","202.7900"
"2016/03/08","202.6000","4175498.0000","203.5000","207.5000","202.2000"
"2016/03/07","205.2900","5331097.0000","197.6800","209.7000","197.4000"
"2016/03/04","201.0400","6479858.0000","198.0000","204.0300","197.5001"
"2016/03/03","195.7400","4822993.0000","188.2800","197.4200","184.2200"
"2016/03/02","188.3400","4858631.0000","183.7300","188.5200","181.5000"
"2016/03/01","186.3500","6695704.0000","194.2500","195.9484","182.7000"
"2016/02/29","191.9300","4495402.0000","192.4000","196.3500","189.2220"
"2016/02/26","190.3400","6054061.0000","188.7000","192.0000","185.0000"
"2016/02/25","187.4300","5727008.0000","178.6500","188.5192","175.2000"
"2016/02/24","179.0000","5385369.0000","172.7500","179.5000","167.8400"
"2016/02/23","177.2100","5982993.0000","176.1600","181.7300","173.6800"
"2016/02/22","177.7400","5055340.0000","170.1200","178.9100","169.8500"
"2016/02/19","166.5800","2955832.0000","163.6600","167.4900","162.5000"
"2016/02/18","166.7700","3883107.0000","172.4200","172.9500","164.7700"
"2016/02/17","168.6800","5820264.0000","159.0000","169.3400","156.6800"
"2016/02/16","155.1700","5561638.0000","158.7000","162.9500","154.1100"
"2016/02/12","151.0400","7233264.0000","155.0000","157.0100","143.7000"
"2016/02/11","150.4700","14236900.0000","152.0000","163.2600","147.0000"
"2016/02/10","143.6700","10104690.0000","150.5000","154.9700","141.7400"
"2016/02/09","148.2500","8639661.0000","142.3200","159.7900","141.0500"
"2016/02/08","147.9900","9306754.0000","157.1050","157.1500","146.0000"
"2016/02/05","162.6000","9434495.0000","171.3000","173.0000","157.7442"
"2016/02/04","175.3300","4379442.0000","170.7000","175.9800","166.9900"
"2016/02/03","173.4800","7927640.0000","183.5900","183.9400","170.1800"
"2016/02/02","182.7800","5764817.0000","192.4200","193.1200","180.2300"
"2016/02/01","196.9400","5295685.0000","188.7600","199.5200","182.7500"
"2016/01/29","191.2000","2848929.0000","189.9500","193.7400","188.0800"
"2016/01/28","189.7000","4586328.0000","190.7900","191.2800","182.4100"
"2016/01/27","188.0700","3577353.0000","192.3800","193.2600","185.7700"
"2016/01/26","193.5600","4956918.0000","196.7000","197.8200","188.8800"
"2016/01/25","196.3800","2695408.0000","200.0600","203.5700","195.8800"
"2016/01/22","202.5500","3122066.0000","204.8010","205.5000","199.0300"
"2016/01/21","199.9700","3164424.0000","201.5500","203.2300","195.0200"
"2016/01/20","198.7000","5826110.0000","199.4000","201.2800","191.2500"
"2016/01/19","204.7200","4031271.0000","208.7100","210.4700","200.7800"
"2016/01/15","204.9900","5325773.0000","198.9700","205.0700","197.2500"
"2016/01/14","206.1800","6490579.0000","202.2100","210.0000","193.3800"
"2016/01/13","200.3100","4120993.0000","212.0100","212.6500","200.0000"
"2016/01/12","209.9700","3079051.0000","211.6000","213.7395","205.3100"
"2016/01/11","207.8500","4090843.0000","214.0100","214.4500","203.0000"
"2016/01/08","211.0000","3572360.0000","217.8600","220.4400","210.7700"
"2016/01/07","215.6500","3550704.0000","214.1900","218.4400","213.6700"
"2016/01/06","219.0400","3774353.0000","220.0000","220.0500","215.9800"
"2016/01/05","223.4300","3185525.0000","226.3600","226.8900","220.0000"
"2016/01/04","223.4100","6823510.0000","230.7200","231.3800","219.0000"
"2015/12/31","240.0100","2713817.0000","238.5100","243.4500","238.3700"
"2015/12/30","238.0900","3694448.0000","236.6000","243.6340","235.6707"
"2015/12/29","237.1900","2402438.0000","230.0600","237.7200","229.5470"
"2015/12/28","228.9500","1900171.0000","231.4900","231.9800","225.5400"
"2015/12/24","230.5700","710277.0000","230.5600","231.8800","228.2800"
"2015/12/23","229.7000","1551031.0000","232.1800","233.4500","228.1300"
"2015/12/22","229.9500","1958836.0000","234.9900","236.5500","229.6300"
"2015/12/21","232.5600","1951581.0000","231.6900","235.8300","231.0800"
"2015/12/18","230.4600","3008057.0000","232.8900","235.9000","229.2900"
"2015/12/17","233.3900","3294460.0000","233.9400","237.7600","229.8149"
"2015/12/16","234.5100","5100443.0000","222.1000","234.8800","220.7300"
"2015/12/15","221.0900","2241686.0000","221.8200","222.2200","218.0000"
"2015/12/14","218.5800","2827797.0000","217.5100","220.9200","214.8700"
"2015/12/11","217.0200","3259114.0000","225.2400","225.7500","216.6400"
"2015/12/10","227.0700","2070088.0000","224.7100","228.4900","223.6400"
"2015/12/09","224.5200","3057036.0000","226.7000","227.5000","220.7200"
"2015/12/08","226.7200","2682259.0000","227.5200","228.8000","224.2000"
"2015/12/07","231.1300","3140864.0000","227.7000","235.6300","226.1500"
"2015/12/04","230.3800","2572014.0000","232.4600","233.2700","227.6600"
"2015/12/03","232.7100","2937233.0000","235.4800","237.4500","230.0000"
"2015/12/02","231.9900","2980644.0000","237.0000","238.6000","231.2300"
"2015/12/01","237.1900","3728562.0000","231.0600","238.0000","231.0500"
"2015/11/30","230.2600","2591205.0000","231.7900","234.2800","229.0800"
"2015/11/27","231.6100","1949353.0000","231.0600","232.2500","227.0100"
"2015/11/25","229.6400","3986945.0000","221.3400","230.8250","220.3750"
"2015/11/24","218.2500","2478389.0000","215.3700","221.0000","215.0000"
"2015/11/23","217.7500","2525196.0000","217.3500","219.1800","214.6798"
"2015/11/20","220.0100","4394199.0000","223.4900","225.0000","213.5800"
"2015/11/19","221.8000","2499593.0000","220.5400","226.1900","220.3000"
"2015/11/18","221.0700","2810200.0000","214.5000","221.3800","212.5200"
"2015/11/17","214.0000","2148326.0000","215.2000","216.0000","211.4000"
"2015/11/16","214.3100","2920362.0000","206.0900","214.9800","205.8000"
"2015/11/13","207.1900","3423139.0000","212.9500","212.9900","206.5200"
"2015/11/12","212.9400","2913511.0000","217.8500","219.0000","212.6600"
"2015/11/11","219.0800","3337501.0000","217.7700","219.4800","213.6300"
"2015/11/10","216.5000","4612408.0000","223.4800","223.7000","216.0800"
"2015/11/09","225.3300","3846179.0000","232.9900","232.9900","224.3100"
"2015/11/06","232.3600","2444264.0000","230.7000","233.3590","229.5000"
"2015/11/05","231.7700","4494944.0000","230.5800","234.5843","229.1900"
"2015/11/04","231.6300","12713530.0000","227.0000","232.7400","225.2000"
"2015/11/03","208.3500","8065091.0000","213.8500","214.4400","207.7500"
"2015/11/02","213.7900","3924514.0000","208.9200","215.8000","207.2200"
"2015/10/30","206.9300","4432433.0000","210.4000","211.6300","203.8900"
"2015/10/29","211.6300","1794743.0000","211.7500","213.7481","210.6400"
"2015/10/28","212.9600","2726880.0000","211.3100","213.4500","208.3000"
"2015/10/27","210.3500","3512832.0000","214.8400","217.1000","207.5100"
"2015/10/26","215.2600","3388227.0000","211.3800","215.8800","210.0000"
"2015/10/23","209.0900","4226411.0000","215.0000","215.3500","207.6900"
"2015/10/22","211.7200","2818801.0000","211.5600","215.7500","209.4000"
"2015/10/21","210.0900","4177956.0000","211.9900","214.8100","208.8000"
"2015/10/20","213.0300","14877020.0000","227.7200","228.6000","202.0000"
"2015/10/19","228.1000","2506836.0000","226.5000","231.1500","224.9400"
"2015/10/16","227.0100","4327574.0000","223.0400","230.4805","222.8700"
"2015/10/15","221.3100","2835920.0000","216.4300","221.7300","213.7000"
